4.75,-0.628174,4.57519,0.0493677,4.05187,-0.497944
4.8,-0.666276,4.62524,-0.00278948,4.1127,-0.617016
4.85,-0.702713,4.71603,-0.0754458,4.20566,-0.691513
4.9,-0.737394,4.72946,-0.108926,4.24958,-0.74869
4.95,-0.770231,4.7765,-0.151534,4.30788,-0.799301
5,-0.801144,4.80995,-0.187832,4.36008,-0.848843
5.05,-0.830054,4.81823,-0.196501,4.37101,-0.859495
5.1,-0.856889,4.88233,-0.259292,4.47036,-0.944438
5.15,-0.881582,4.90913,-0.285525,4.51469,-0.980583
5.2,-0.904072,4.94617,-0.321409,4.57712,-1.03034
5.25,-0.924302,4.97723,-0.351233,4.63283,-1.07228
5.3,-0.942222,4.98407,-0.3585,4.64445,-1.07228
5.35,-0.957787,5.03973,-0.410346,4.75261,-1.1559
5.4,-0.970958,5.0631,-0.432066,4.80149,-1.18642
5.45,-0.981702,5.09569,-0.461763,4.87046,-1.2279
5.5,-0.989992,5.12356,-0.486457,4.93248,-1.26159
5.55,-0.995808,5.12945,-0.492469,4.94534,-1.27005
5.6,-0.999135,5.18174,-0.535156,5.06636,-1.32502
5.65,-0.999965,5.20487,-0.552714,5.12097,-1.3459
5.7,-0.998295,5.23765,-0.576465,5.1978,-1.37337
5.75,-0.99413,5.26713,-0.595532,5.2664,-1.39325
5.8,-0.98748,5.27292,-0.600399,5.28083,-1.39909
5.85,-0.978362,5.33187,-0.630658,5.41235,-1.42448
5.9,-0.966798,5.35906,-0.641642,5.47048,-1.43119
5.95,-0.952818,5.4095,-0.638059,5.53401,-1.42698
6,-0.936457,5.4329,-0.666055,5.62373,-1.44074
6.05,-0.917755,5.44257,-0.664888,5.63491,-1.43991
6.1,-0.896758,5.51249,-0.676606,5.77029,-1.43193
6.15,-0.873521,5.54552,-0.676795,5.82731,-1.42312
6.2,-0.8481,5.59177,-0.676493,5.9075,-1.40971
6.25,-0.820559,5.63394,-0.671926,5.9761,-1.39327
6.3,-0.790968,5.64231,-0.672261,5.99146,-1.39108
6.35,-0.759399,5.72511,-0.653528,6.11686,-1.34973
6.4,-0.725932,5.76216,-0.653528,6.11686,-1.34973
6.45,-0.690651,5.8144,-0.623801,6.24504,-1.29693
6.5,-0.653644,5.86085,-0.604335,6.30869,-1.26624
6.55,-0.615002,5.87047,-0.601171,6.32295,-1.26039
6.6,-0.574824,5.95955,-0.555571,6.43877,-1.19548
6.65,-0.533209,5.99886,-0.532463,6.4883,-1.1646
6.7,-0.490261,6.05402,-0.532463,6.4883,-1.1646
6.75,-0.446088,6.10253,-0.46682,6.61571,-1.0801
6.8,-0.400799,6.11278,-0.460528,6.62882,-1.07164
6.85,-0.354509,6.20458,-0.39313,6.73586,-0.990998
6.9,-0.307333,6.2448,-0.361204,6.7817,-0.954065
6.95,-0.259389,6.30112,-0.315899,6.84532,-0.902154
7,-0.210796,6.35038,-0.274108,6.8998,-0.855515
7.05,-0.161676,6.3609,-0.265364,6.91188,-0.84537
7.1,-0.112153,6.45356,-0.182558,7.01146,-0.755919
7.15,-0.0623485,6.49405,-0.144653,7.05412,-0.715912
7.2,-0.0123887,6.55068,-0.0913816,7.11339,-0.660078
7.25,0.0376021,6.60011,-0.0435227,7.16417,-0.610898
7.3,0.087499,6.6107,-0.0331102,7.17538,-0.599886
7.35,0.137177,6.70349,-0.0331102,7.17538,-0.599886
7.4,0.186512,6.74402,0.0998913,7.30802,-0.467566
7.45,0.235381,6.80069,0.157347,7.36324,-0.411558
7.5,0.283662,6.85015,0.208056,7.41048,-0.363033
7.55,0.331234,6.86075,0.21938,7.42088,-0.351904
7.6,0.377978,6.95366,0.314558,7.50712,-0.263175
7.65,0.423777,6.9943,0.356531,7.54385,-0.224886
7.7,0.468517,7.05116,0.414868,7.59483,-0.172038
7.75,0.512085,7.10089,0.465677,7.63827,-0.126958
7.8,0.554374,7.11151,0.477245,7.64785,-0.116384
7.85,0.595278,7.20525,0.571006,7.72664,-0.0356867
7.9,0.634693,7.24575,0.604478,7.76731,-0.00209672
7.95,0.672522,7.30417,0.6688,7.80569,0.0456825
8,0.70867,7.35471,0.715783,7.84646,0.0850941
8.05,0.743046,7.36559,0.72825,7.8539,0.0850941
8.1,0.775566,7.46194,0.816841,7.92405,0.164186
8.15,0.806147,7.50468,0.855289,7.95309,0.193358
8.2,0.834713,7.56471,0.908053,7.99355,0.233263
8.25,0.861192,7.61793,0.953062,8.02742,0.266486
8.3,0.88552,7.67378,0.998737,8.06164,0.299782
8.35,0.907633,7.7294,1.04228,8.09403,0.331049
8.4,0.927478,7.78616,1.08475,8.12555,0.36125
8.45,0.945005,7.84383,1.1257,8.15605,0.390193
8.5,0.96017,7.90271,1.16515,8.18575,0.418063
8.55,0.972935,7.91348,1.17354,8.19135,0.424012
8.6,0.983268,8.02683,1.24022,8.24442,0.471751
8.65,0.991144,8.07792,1.26695,8.26698,0.491585
8.7,0.996542,8.15029,1.30313,8.29884,0.518817
8.75,0.999449,8.21532,1.33153,8.32666,0.518817
8.8,0.999859,8.26946,1.33899,8.37297,0.546823
8.85,0.997769,8.35319,1.38239,8.38423,0.584971
8.9,0.993185,8.41955,1.39755,8.41843,0.600148
8.95,0.986119,8.49241,1.41688,8.44666,0.620411
9,0.976588,8.56342,1.4291,8.47909,0.635914
9.05,0.964616,8.57722,1.43338,8.48403,0.635914
9.1,0.950233,8.71036,1.44357,8.54821,0.662264
9.15,0.933474,8.76837,1.44351,8.57763,0.669107
9.2,0.914383,8.84955,1.44155,8.57763,0.669107
9.25,0.893006,8.91998,1.43493,8.65841,0.680981
9.3,0.869398,8.99243,1.42488,8.69963,0.682206
9.35,0.843616,9.06263,1.41116,8.74137,0.680189
9.4,0.815725,9.13222,1.39408,8.78439,0.675173
9.45,0.785796,9.20062,1.37377,8.82833,0.667051
9.5,0.753902,9.26804,1.35043,8.87322,0.655871
9.55,0.720124,9.28124,1.3468,8.88126,0.654656
9.6,0.684547,9.40234,1.29423,8.96726,0.623823
9.65,0.647258,9.45382,1.26828,9.0053,0.606862
9.7,0.608351,9.52563,1.23094,9.05903,0.581872
9.75,0.567924,9.58698,1.19546,9.10654,0.556495
9.8,0.526078,9.64971,1.15699,9.15613,0.527955
9.85,0.482916,9.71006,1.1173,9.20506,0.497305
9.9,0.438547,9.76966,1.07588,9.25439,0.464284
9.95,0.393083,9.82811,1.03306,9.30378,0.429135
10,0.346635,9.88566,0.988905,9.35333,0.39194
10.05,0.299322,9.89687,0.980528,9.36257,0.385192
10.1,0.25126,9.89688,0.980528,9.36257,0.385192
10.15,0.20257,10.0445,0.856931,9.49492,0.275662
10.2,0.153374,10.1061,0.802895,9.55136,0.226461
10.25,0.103794,10.1588,0.754795,9.60067,0.181662
10.3,0.0539554,10.2129,0.704544,9.65182,0.134205
10.35,0.00398165,10.265,0.654915,9.70192,0.0865361
10.4,-0.0460021,10.3165,0.604923,9.75217,0.0378119
10.45,-0.0958709,10.3671,0.555002,9.80225,-0.0115708
10.5,-0.1455,10.417,0.505117,9.85232,-0.061627
10.55,-0.194765,10.4267,0.495128,9.86172,-0.0714124
10.6,-0.243544,10.5166,0.404019,9.95441,-0.165257
10.65,-0.291714,10.557,0.40358,9.99468,-0.165517
10.7,-0.339155,10.608,0.307639,10.0513,-0.26699
10.75,-0.385748,10.6541,0.269735,10.1008,-0.308079
10.8,-0.431377,10.7004,0.21507,10.1521,-0.36759
10.85,-0.475928,10.7451,0.169208,10.2024,-0.418594
10.9,-0.519289,10.7891,0.122354,10.253,-0.471413
10.95,-0.561352,10.8322,0.0777072,10.3035,-0.522678
11,-0.602012,10.8743,0.03399,10.3542,-0.573733
11.05,-0.641167,10.8825,0.0248616,10.3636,-0.584093
11.1,-0.67872,10.9575,-0.0512039,10.4581,-0.676008
11.15,-0.714576,10.9889,-0.0831096,10.4995,-0.715656
11.2,-0.748647,11.0326,-0.0831096,10.4995,-0.715656
11.25,-0.780846,11.0694,-0.163878,10.6094,-0.818009
11.3,-0.811093,11.1066,-0.200848,10.6632,-0.866289
11.35,-0.839313,11.1419,-0.235638,10.7166,-0.912657
11.4,-0.865435,11.1763,-0.269272,10.7708,-0.958249
11.45,-0.889394,11.2095,-0.301506,10.8256,-1.00265
11.5,-0.91113,11.2417,-0.332528,10.8813,-1.04593
11.55,-0.930589,11.2478,-0.339152,10.8915,-1.05496
11.6,-0.947722,11.3363,-0.339152,10.8915,-1.05496
11.65,-0.962485,11.3264,-0.416591,11.0466,-1.16469
11.7,-0.974844,11.367,-0.436053,11.1115,-1.19189
11.75,-0.984765,11.3898,-0.468719,11.1745,-1.23739
11.8,-0.992225,11.4192,-0.493361,11.2388,-1.27073
11.85,-0.997205,11.4464,-0.518436,11.304,-1.30373
11.9,-0.999693,11.4747,-0.541341,11.3703,-1.33251
11.95,-0.999682,11.5032,-0.563173,11.4379,-1.3585
12,-0.997172,11.5324,-0.583533,11.5066,-1.38107
12.05,-0.99217,11.5374,-0.588081,11.5193,-1.38669
12.1,-0.984688,11.5949,-0.620429,11.6497,-1.41651
12.15,-0.974745,11.6212,-0.63242,11.7073,-1.42514
12.2,-0.962365,11.6589,-0.648151,11.7883,-1.43542
12.25,-0.94758,11.6589,-0.648151,11.7883,-1.43542
12.3,-0.930426,11.7308,-0.668226,11.9328,-1.4402
12.35,-0.910947,11.7687,-0.674363,11.9328,-1.4402
12.4,-0.889191,11.7687,-0.674363,11.9328,-1.4402
12.45,-0.865213,11.8489,-0.678229,12.147,-1.41889
12.5,-0.839072,11.8908,-0.675693,12.2169,-1.4046
